dim_farm_id,dim_source,dim_load_date,farm_name,farmtype,totalareainha,firstyearofcertification,on_sitehousing,createdon,updatedon,is_certification_scope
8BA32DD83F4E57F9F39C0C949138CF59,RACP,09/09/22 12:23:00,Farm 855195,Smallholder,29,0,Yes,04/21/22 08:01:00,01/10/22 20:18:00,FALSE
8BAC003BDA73544E8AD7C04329F0D652,RACP,09/09/22 12:23:00,Farm 174138,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8BAD9295082674A68112E6162091495D,RACP,09/09/22 12:23:00,Farm 526954,Large,296,0,,07/21/22 17:54:00,07/21/22 22:44:00,TRUE
8BC2B06DEE2F25D660AF5F42D532C3F2,RACP,09/09/22 12:23:00,Farm 926489,Smallholder,14,0,No,04/21/22 08:01:00,03/02/22 21:13:00,FALSE
8BCD09A72FF8C2E3FADBA16F59BE43AE,RACP,09/09/22 12:23:00,Farm 387499,Smallholder,2,0,,05/31/22 11:16:00,08/10/22 07:48:00,TRUE
8BCD9917179CDA2D70A91269860D2450,RACP,09/09/22 12:23:00,Farm 284237,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8C0B2F2329EE5BF36E43C581BA35CB83,RACP,09/09/22 12:23:00,Farm 073098,Large,590,0,,06/07/22 19:19:00,06/28/22 12:41:00,TRUE
8C0CEADC3990BB83944EF89C90AAAFC5,RACP,09/09/22 12:23:00,Farm 301644,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8C15576E2189D7DC0156481013F6EC89,RACP,09/09/22 12:23:00,Farm 057834,Large,41,0,,05/15/22 16:51:00,01/01/00 00:00:00,TRUE
8C1D8DFC0C28753EF0291C3F7AE971F9,RACP,09/09/22 12:23:00,Farm 314762,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8C25A4A1A09C0FC92BC7613E4F055816,RACP,09/09/22 12:23:00,Farm 676339,Smallholder,3199,2019,,06/16/22 08:45:00,07/02/22 07:19:00,TRUE
8C25B5ACC72E1990FB25F7FB2FF52548,RACP,09/09/22 12:23:00,Farm 772985,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8C2EBCA047777C11F8B07C59487A8BE9,RACP,09/09/22 12:23:00,Farm 424617,Smallholder,15,2011,,05/18/22 18:31:00,08/31/22 15:21:00,TRUE
8C304461ED0DAF1A5E6CBA7B35CFFFA4,RACP,09/09/22 12:23:00,Farm 837288,Smallholder,10,20218,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
8C4D6FB779B1B5CA7853DC0E34E71E51,RACP,09/09/22 12:23:00,Farm 019213,Large,259,0,,08/15/22 17:16:00,08/15/22 18:35:00,TRUE
8C508BEBC0A55A6358B7F91D1A4843BA,RACP,09/09/22 12:23:00,Farm 803105,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8C5901C098333B9C7A0FB6758BEF3E4D,RACP,09/09/22 12:23:00,Farm 559005,Large,466,2011,No,04/21/22 08:02:00,10/23/21 00:52:00,TRUE
8C606C98449DFEDDF3C2C407CECDAF47,RACP,09/09/22 12:23:00,Farm 193877,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8C6D11CC7F8C4E6DA8AD48E54C73E791,RACP,09/09/22 12:23:00,Farm 118639,Large,205,0,,06/14/22 18:18:00,06/28/22 12:41:00,TRUE
8C80CBC265BA7A12A0984D5E6A24461A,RACP,09/09/22 12:23:00,Farm 046563,Large,,0,,08/12/22 12:17:00,08/14/22 17:17:00,TRUE
8C8BE0E194FFB02E2D0685885F1EB3B1,RACP,09/09/22 12:23:00,Farm 554794,Smallholder,2,0,,05/18/22 11:22:00,08/10/22 07:48:00,TRUE
8CA0343404CF4D781361040A50DAE715,RACP,09/09/22 12:23:00,Farm 112571,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8CBD3422EB454048AF1EC616F330D749,RACP,09/09/22 12:23:00,Farm 301644,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8CC7302FEC0C9D9980FEF0F80CCC9CD0,RACP,09/09/22 12:23:00,Farm 180184,Smallholder,2,0,,08/18/22 09:52:00,09/02/22 09:27:00,TRUE
8CC8FDE504B2FA849EC41C203BE1887D,RACP,09/09/22 12:23:00,Farm 891756,Smallholder,1,0,No,04/21/22 08:01:00,02/26/22 07:38:00,TRUE
8CDFB46D78F597C811811B060C947D23,RACP,09/09/22 12:23:00,Farm 177235,Smallholder,20,0,,05/18/22 10:33:00,05/18/22 11:46:00,TRUE
8CE6006C210FF23AF6871857264BE3E8,RACP,09/09/22 12:23:00,Farm 577018,Large,288,0,Yes,04/21/22 08:02:00,10/13/21 14:49:00,TRUE
8CECFFEC77397037B57376647A12B475,RACP,09/09/22 12:23:00,Farm 584530,Smallholder,1,0,,08/17/22 15:26:00,09/02/22 09:27:00,TRUE
8D00C332FA44736E35667FC627A48A2A,RACP,09/09/22 12:23:00,Farm 926100,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8D03B3BD4568FC88998E3F0302A860D6,RACP,09/09/22 12:23:00,Farm 412246,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8D04831A27EC994C2342454D4EE57F11,RACP,09/09/22 12:23:00,Farm 554613,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8D0915C35928DD194307462037B3BE7A,RACP,09/09/22 12:23:00,Farm 842166,Smallholder,10,2021,No,04/21/22 08:01:00,04/14/22 21:39:00,FALSE
8D152388BC2B3361FCB4C661C55DDF11,RACP,09/09/22 12:23:00,Farm 959445,Smallholder,13,2020,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
8D1B9C1F1A25C462FACCCE6A6ACCAAFB,RACP,09/09/22 12:23:00,Farm 098122,Smallholder,25,2021,No,04/21/22 08:01:00,04/20/22 04:06:00,FALSE
8D21E7B8C7DC86A2FB0DD36EFF2921EC,RACP,09/09/22 12:23:00,Farm 416782,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8D2DEAA525B91C8A3B4F1F00D66DDF48,RACP,09/09/22 12:23:00,Farm 845320,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8D394B48284F5A1E692BAD8350D910CC,RACP,09/09/22 12:23:00,Farm 369289,Large,285,0,,07/21/22 18:15:00,07/21/22 22:44:00,TRUE
8D420A1A6F340D8C65E3A1664BA71423,RACP,09/09/22 12:23:00,Farm 157444,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8D4AE9BA58C33494740C7FF590876A4F,RACP,09/09/22 12:23:00,Farm 538158,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8D4FBA6F3BA7954EBC1F6DDA37626A8D,RACP,09/09/22 12:23:00,Farm 946622,Smallholder,1,0,,08/18/22 09:14:00,09/02/22 09:27:00,TRUE
8D6946F17EEE2BB4A6C0B0F233169B4F,RACP,09/09/22 12:23:00,Farm 641290,Smallholder,7,2018,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
8D6A136A4C14DF8CB845EAE9D01CA840,RACP,09/09/22 12:23:00,Farm 872869,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8D6FB24CB051DD0F550A3433CEC7751B,RACP,09/09/22 12:23:00,Farm 359809,Smallholder,5,0,Yes,04/21/22 08:01:00,01/10/22 20:20:00,FALSE
8D8B78717A86A6E1A2BC8CE147352A38,RACP,09/09/22 12:23:00,Farm 630678,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8D8E215EBFA6DC32DFF209D8FE59FF82,RACP,09/09/22 12:23:00,Farm 957622,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8D90490D0A9F6B8391F02D5B3A0110EF,RACP,09/09/22 12:23:00,Farm 283526,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8D96160F52CA1B306ACE6DE972D3A8D0,RACP,09/09/22 12:23:00,Farm 055334,Large,192,0,Yes,04/21/22 08:01:00,03/10/22 03:06:00,TRUE
8DA7C5BD65E443D41772DE7BB5158B04,RACP,09/09/22 12:23:00,Farm 975245,Smallholder,3,0,No,04/21/22 08:01:00,02/20/22 23:06:00,FALSE
8DA8A259BD0D58080AA261972787F2A7,RACP,09/09/22 12:23:00,Farm 373020,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8DD84C9DA7462C5C5C5A0AFD9E87E529,RACP,09/09/22 12:23:00,Farm 153743,Large,2263,2012,,06/06/22 15:43:00,07/28/22 07:39:00,TRUE
8DDB5B3B56A032AB9377206DEDFEBE42,RACP,09/09/22 12:23:00,Farm 443642,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8DE871676A776D09A88C6E2E24686F4D,RACP,09/09/22 12:23:00,Farm 089234,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8DE948B08204B3CE4BFC2C22DE316C01,RACP,09/09/22 12:23:00,Farm 446435,Smallholder,3,0,No,04/21/22 08:01:00,01/10/22 21:29:00,FALSE
8DF7587D4557DA64816FC01CEAC47719,RACP,09/09/22 12:23:00,Farm 709043,Smallholder,31,2021,No,04/21/22 08:01:00,04/18/22 03:31:00,FALSE
8DFAF07FEAF972D460AFBB9BC53D5F20,RACP,09/09/22 12:23:00,Farm 995496,Smallholder,25,2021,No,04/21/22 08:01:00,04/11/22 03:56:00,FALSE
8E00C77882F58F1E2A080EFFF8634EF3,RACP,09/09/22 12:23:00,Farm 103168,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8E07E4EECCE6A39A3B0F29AFB3BF55D0,RACP,09/09/22 12:23:00,Farm 912329,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8E0AAE3F68453524C9B64BD74939D555,RACP,09/09/22 12:23:00,Farm 253096,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8E0C3629AF5619DFDADB54FBA0A138EF,RACP,09/09/22 12:23:00,Farm 616599,Large,796,0,,07/04/22 05:38:00,09/08/22 09:27:00,TRUE
8E0DD42E4A04AF62212A1A2A10694C1A,RACP,09/09/22 12:23:00,Farm 264052,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8E0F59A9394A8583602ACAB426E61580,RACP,09/09/22 12:23:00,Farm 668513,Large,274,1995,No,04/21/22 08:01:00,03/29/22 23:06:00,TRUE
8E376D101F62597ACC7E90F3556726EC,RACP,09/09/22 12:23:00,Farm 944515,Large,519,2017,Yes,04/21/22 08:02:00,09/03/22 05:16:00,TRUE
8E43140938C90EDA3E4B031A5C52F5DE,RACP,09/09/22 12:23:00,Farm 796167,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8E5490786C009B138172898B15B3694C,RACP,09/09/22 12:23:00,Farm 234287,Large,,0,,06/16/22 14:24:00,06/16/22 17:24:00,TRUE
8E57354E29C820F0699AAA59BD29350B,RACP,09/09/22 12:23:00,Farm 513382,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8E59A10DC0B92A02E4B659419D8BA001,RACP,09/09/22 12:23:00,Farm 323746,Smallholder,19,2021,No,04/21/22 08:01:00,04/15/22 04:42:00,FALSE
8E616AD7BE2A31512490855565997385,RACP,09/09/22 12:23:00,Farm 697722,Large,275,0,No,04/21/22 08:02:00,09/05/22 10:37:00,TRUE
8E64A4A21F16A1536F7113AE05874058,RACP,09/09/22 12:23:00,Farm 313523,Large,17,0,,07/21/22 18:06:00,07/21/22 22:44:00,TRUE
8E7805FA3C24878ADBAD7A146478EB55,RACP,09/09/22 12:23:00,Farm 269561,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8E811BD5782A092FE15B2DC992EE5B50,RACP,09/09/22 12:23:00,Farm 632593,Smallholder,50,2021,No,04/21/22 08:01:00,04/08/22 04:55:00,FALSE
8E84098087F1CBDFCA0D9583E3FC6C8E,RACP,09/09/22 12:23:00,Farm 362816,Smallholder,28,0,,05/26/22 15:03:00,07/18/22 19:35:00,TRUE
8E95EAEC6320F82BF4358399D03022FA,RACP,09/09/22 12:23:00,Farm 534293,Large,123,0,,05/07/22 14:57:00,01/01/00 00:00:00,TRUE
8EB820F787BE1D2AF91CDBBD09A7BFB4,RACP,09/09/22 12:23:00,Farm 457728,Smallholder,63,2021,No,04/21/22 08:01:00,04/07/22 04:32:00,FALSE
8EBC4E9C6F8FA371E12DB0B8F5A8CCE8,RACP,09/09/22 12:23:00,Farm 958961,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8EBDC0066B6AC1A9D309AC4F7F006A8A,RACP,09/09/22 12:23:00,Farm 682493,Large,40,0,,07/14/22 19:52:00,07/15/22 15:27:00,TRUE
8EBF6D751B44416A8437698FF1A31E87,RACP,09/09/22 12:23:00,Farm 323173,Smallholder,6,0,No,04/21/22 08:01:00,01/10/22 20:25:00,FALSE
8ECD9C94CCDAD524A219D148A1C917E6,RACP,09/09/22 12:23:00,Farm 401412,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8ED87BBE1CB096A5E4E794C69452AD40,RACP,09/09/22 12:23:00,Farm 520775,Smallholder,25,2021,No,04/21/22 08:01:00,04/06/22 05:31:00,FALSE
8EEDA081B8819EBD4DD75CB4AE5AF3AF,RACP,09/09/22 12:23:00,Farm 876825,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8EF4D96280EC247A30DCAB168BD46B46,RACP,09/09/22 12:23:00,Farm 441178,Smallholder,31,2021,No,04/21/22 08:01:00,04/08/22 03:28:00,FALSE
8EF979A4A433C876176439BE73D58D2C,RACP,09/09/22 12:23:00,Farm 707826,Smallholder,100,2021,No,04/21/22 08:01:00,04/12/22 02:38:00,FALSE
8EFA9ACA4F0A5EE1533BCDBF7C46CF03,RACP,09/09/22 12:23:00,Farm 246086,Large,358,0,No,04/21/22 08:02:00,09/05/22 10:37:00,TRUE
8F22D607EDFDF1DE075AD1F7C69D1CD8,RACP,09/09/22 12:23:00,Farm 794144,Smallholder,9,0,,07/14/22 15:38:00,07/15/22 15:27:00,TRUE
8F26B1D65AD86E04A206AA21B1E2D830,RACP,09/09/22 12:23:00,Farm 744692,Smallholder,12,0,Yes,04/21/22 08:01:00,01/10/22 21:38:00,FALSE
8F29623BEE185FB3F92C1EECA1CE9B75,RACP,09/09/22 12:23:00,Farm 243292,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8F7212545A87EC3DF892464D244C6EE7,RACP,09/09/22 12:23:00,Farm 495480,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8F78902B5C7268DE22B13238ABC3E035,RACP,09/09/22 12:23:00,Farm 272862,Smallholder,31,2021,No,04/21/22 08:01:00,04/18/22 05:14:00,FALSE
8F86C335D7B140BCED12A75E13207F3F,RACP,09/09/22 12:23:00,Farm 441936,Large,73,0,,08/12/22 13:58:00,05/31/22 18:16:00,TRUE
8F8EEC455C76AE2BBE22C722C7D437F9,RACP,09/09/22 12:23:00,Farm 200370,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
8F929652E9C65B9F930A7AAF4A6F5955,RACP,09/09/22 12:23:00,Farm 150562,Smallholder,4,0,,05/25/22 14:58:00,08/10/22 07:48:00,TRUE
8F95BA65487B700E2F7B8F43EB3A2DA5,RACP,09/09/22 12:23:00,Farm 646788,Smallholder,1,0,,08/23/22 06:51:00,09/02/22 09:27:00,TRUE
8F990F224F55B884FCB0A7BE38551F88,RACP,09/09/22 12:23:00,Farm 283142,Smallholder,3,0,No,04/21/22 08:01:00,01/10/22 20:41:00,FALSE
8F9ADA5B0A50CB82B2712B205883F6C0,RACP,09/09/22 12:23:00,Farm 379225,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
8F9C030D3C9983CD16A6FEB4B96351A8,RACP,09/09/22 12:23:00,Farm 476021,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8FA16A92A25154D6AC29A0F35BC2F621,RACP,09/09/22 12:23:00,Farm 540476,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
8FA6DE2B8E14BF16754DA1F24D98E9CD,RACP,09/09/22 12:23:00,Farm 000433,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
8FA7B231DD691959137B529712A41A61,RACP,09/09/22 12:23:00,Farm 740703,Smallholder,2,0,No,04/21/22 08:01:00,02/20/22 22:15:00,FALSE
8FBEA2CB3528E8B4AAB25EAB42C1192D,RACP,09/09/22 12:23:00,Farm 461265,Large,,0,,07/11/22 11:57:00,07/11/22 12:15:00,TRUE
8FC405FB42EBE0714726A998DA1E0FE3,RACP,09/09/22 12:23:00,Farm 489464,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
8FCA4EC2042DB31A36BD96AE6646E21A,RACP,09/09/22 12:23:00,Farm 275928,Large,700,2008,,08/24/22 04:54:00,08/24/22 05:03:00,TRUE
8FD0CEFE1E1439C97FB42D3F2D1251A8,RACP,09/09/22 12:23:00,Farm 125605,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8FDBE6538FF5AFE25568D8CA1C133B7D,RACP,09/09/22 12:23:00,Farm 001561,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
8FE25ED9E73FA0AEDC404D0C6E6F887D,RACP,09/09/22 12:23:00,Farm 432840,Large,10,0,,07/25/22 18:45:00,05/23/22 23:08:00,TRUE
8FE4DF157A8E03A49F6B184C4730C77C,RACP,09/09/22 12:23:00,Farm 646987,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
90187048A260632EC4790A11F9709179,RACP,09/09/22 12:23:00,Farm 317210,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
9054F3E5AB75510865DE72F0E3665921,RACP,09/09/22 12:23:00,Farm 426798,Large,305,0,,08/24/22 05:52:00,08/01/22 21:07:00,TRUE
90563439D9A54D49A85DE16D023F5E31,RACP,09/09/22 12:23:00,Farm 657304,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
906B4E5597A4DE461E906D28921B1A8F,RACP,09/09/22 12:23:00,Farm 835911,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
9074681EA61D5307120A6E26F7458DCA,RACP,09/09/22 12:23:00,Farm 761895,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
907899C480FEC860811BAA87C4A2AE98,RACP,09/09/22 12:23:00,Farm 748076,Smallholder,50,2021,No,04/21/22 08:01:00,04/16/22 11:24:00,FALSE
90791F704784BD8A62372BFA409576BE,RACP,09/09/22 12:23:00,Farm 284974,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
909A2AAC48FE1830260990F65DDB8BA9,RACP,09/09/22 12:23:00,Farm 396112,Large,475,0,,09/06/22 17:36:00,09/07/22 14:54:00,TRUE
909C38D63A52FB4A125A2B56207B6842,RACP,09/09/22 12:23:00,Farm 829271,Smallholder,1,0,,08/16/22 07:21:00,09/02/22 09:27:00,TRUE
90AAE6EB2A26D06F7EF367750FE07FE1,RACP,09/09/22 12:23:00,Farm 288125,Smallholder,50,2021,No,04/21/22 08:01:00,04/19/22 07:09:00,FALSE
90C1FF02FAEF3BFD1E18730758C2C3DB,RACP,09/09/22 12:23:00,Farm 494849,Smallholder,7,0,,08/10/22 20:47:00,08/19/22 19:47:00,TRUE
90C6F84343FC9C86A72862B959799EAE,RACP,09/09/22 12:23:00,Farm 583076,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
90CF7C05710EA0CAA75A4C5A5642201F,RACP,09/09/22 12:23:00,Farm 498624,Smallholder,3,0,Yes,04/21/22 08:01:00,08/10/22 07:48:00,TRUE
90D19E10036F978A961CDCCD6FC7F001,RACP,09/09/22 12:23:00,Farm 844156,Smallholder,50,2021,No,04/21/22 08:01:00,04/12/22 04:33:00,FALSE
90DD28E32EB47F99B8579C43276059BE,RACP,09/09/22 12:23:00,Farm 982109,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
90FD7E1B05F7314F6C52F07AD7FF202A,RACP,09/09/22 12:23:00,Farm 136523,Smallholder,239,0,,08/15/22 17:51:00,08/15/22 18:35:00,TRUE
91023B917CE78020AA765CC18C8B55B3,RACP,09/09/22 12:23:00,Farm 810277,Smallholder,38,2021,No,04/21/22 08:01:00,04/12/22 07:34:00,FALSE
911ED7E8C3941BC345F61FBE3AC4C771,RACP,09/09/22 12:23:00,Farm 379225,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
91223F0A3163739B110CCBAC95FB54BF,RACP,09/09/22 12:23:00,Farm 762049,Large,129,0,Yes,04/21/22 08:02:00,11/16/21 15:35:00,TRUE
91277973324DE551DE59A91AD4D6FBF6,RACP,09/09/22 12:23:00,Farm 837348,Large,,0,,08/12/22 12:17:00,08/14/22 17:17:00,TRUE
912CAAC45EB681AEDF14BD1D9BE3115F,RACP,09/09/22 12:23:00,Farm 749282,Large,233,0,,08/15/22 17:53:00,08/15/22 18:35:00,TRUE
914950F47C0BF6CCDCC43DB8FBE945B5,RACP,09/09/22 12:23:00,Farm 728300,Large,,0,,08/12/22 12:17:00,08/14/22 17:17:00,TRUE
914D0E0AD01F465D6EE57FED7488B246,RACP,09/09/22 12:23:00,Farm 840034,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
9153D07BBDABD80FE18088B4D763971F,RACP,09/09/22 12:23:00,Farm 513751,Large,19,2019,,04/24/22 07:06:00,09/09/22 00:30:00,TRUE
9159DFF5D05EA27BC6B706B55A99ACC9,RACP,09/09/22 12:23:00,Farm 903916,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
915AF9B22B188FB8D6CFA544A9813A5A,RACP,09/09/22 12:23:00,Farm 301992,Large,,0,,06/28/22 16:39:00,06/28/22 17:41:00,TRUE
9161195BBFEFC9A73376BFF99C7419B9,RACP,09/09/22 12:23:00,Farm 707429,Large,102,2020,No,04/21/22 08:02:00,09/17/21 18:41:00,TRUE
9177241CF30F1DFF72E957FF8C10F49A,RACP,09/09/22 12:23:00,Farm 223624,Smallholder,100,2021,No,04/21/22 08:01:00,04/19/22 05:09:00,FALSE
919D934180C8501A4CD3B94497942A09,RACP,09/09/22 12:23:00,Farm 175675,Large,1027,0,,06/10/22 17:08:00,08/15/22 18:35:00,TRUE
91BBD9C8AD8F7FCCF6230403114459E4,RACP,09/09/22 12:23:00,Farm 119146,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
91C842B779A8603A76C02EA8FE6679DA,RACP,09/09/22 12:23:00,Farm 969446,Smallholder,19,2021,No,04/21/22 08:01:00,04/06/22 05:49:00,FALSE
91DFB9391D2C9C0CC4CEDA6AA8E2E787,RACP,09/09/22 12:23:00,Farm 701124,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
91E696A86C715DB0B5E991B03443C6A4,RACP,09/09/22 12:23:00,Farm 365317,Large,,0,,06/25/22 13:51:00,01/01/00 00:00:00,TRUE
91E9692261FA82D73991DE912A4090C4,RACP,09/09/22 12:23:00,Farm 803929,Large,1300,0,,08/01/22 17:53:00,08/01/22 17:58:00,TRUE
91E9B4A1E3055E48A95F3068AC02E237,RACP,09/09/22 12:23:00,Farm 247550,Large,350,2012,,08/24/22 05:52:00,08/01/22 21:07:00,TRUE
91F5BC7F24FEA07C698E6EBAA27D4FF4,RACP,09/09/22 12:23:00,Farm 594768,Smallholder,2,2014,No,04/21/22 08:02:00,10/12/21 10:15:00,TRUE
91F7E817798FC844CB4CADC0007A34DD,RACP,09/09/22 12:23:00,Farm 462072,Smallholder,2,0,No,04/21/22 08:01:00,02/20/22 21:45:00,FALSE
91FBAF5F21A83C3914E199CEB9C1A1CD,RACP,09/09/22 12:23:00,Farm 017626,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
921278ACCF3892E85B7D935FD839896C,RACP,09/09/22 12:23:00,Farm 693518,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
9222C0ED4DFBEEE40A5ED7AB88D76F83,RACP,09/09/22 12:23:00,Farm 161093,Large,317,1995,No,04/21/22 08:01:00,04/07/22 17:57:00,TRUE
922CC73D0199627A5A5FCD20E0C30C1B,RACP,09/09/22 12:23:00,Farm 047457,Smallholder,1,2018,,07/26/22 00:46:00,08/12/22 02:22:00,TRUE
922CF7E7984E1814E72D9F538622155E,RACP,09/09/22 12:23:00,Farm 660132,Smallholder,25,2021,No,04/21/22 08:01:00,04/15/22 05:20:00,FALSE
923A3AF5BCFE394B9AFBE605A2631F0D,RACP,09/09/22 12:23:00,Farm 133552,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
923B2E841980B0F762C554C9EE961949,RACP,09/09/22 12:23:00,Farm 283526,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
923B68216EEC177CB84A7FE467E8594C,RACP,09/09/22 12:23:00,Farm 560677,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
9257F47BF94CDB96AD66BCC035543B0B,RACP,09/09/22 12:23:00,Farm 419789,Smallholder,50,2021,No,04/21/22 08:01:00,04/11/22 13:26:00,FALSE
9259A10668DAEA8C0623BBFA2CC4BCD5,RACP,09/09/22 12:23:00,Farm 264270,Smallholder,69,2021,No,04/21/22 08:01:00,04/12/22 04:44:00,FALSE
9259AC56C7CBCCF9660E11BA63D21BD6,RACP,09/09/22 12:23:00,Farm 335665,Smallholder,75,2021,No,04/21/22 08:01:00,04/15/22 02:30:00,FALSE
926E01929741F1E53E85CA71B7D07447,RACP,09/09/22 12:23:00,Farm 854132,Smallholder,44,2021,No,04/21/22 08:01:00,04/07/22 04:37:00,FALSE
928574CA2160FE9B29AFD0832ADB5313,RACP,09/09/22 12:23:00,Farm 722276,Large,,0,,06/28/22 16:39:00,01/01/00 00:00:00,TRUE
92B12E59B0CC6655AE0C792C8017BC94,RACP,09/09/22 12:23:00,Farm 560010,Smallholder,50,2021,No,04/21/22 08:01:00,04/06/22 05:24:00,FALSE
92B7C6317B14845D96A9B1E2F80CBFC9,RACP,09/09/22 12:23:00,Farm 933520,Large,,0,,07/11/22 11:57:00,01/01/00 00:00:00,TRUE
92BFE00B82F3F766A859235AEEDF4811,RACP,09/09/22 12:23:00,Farm 027968,Large,851,0,Yes,04/21/22 08:02:00,11/19/21 05:26:00,TRUE
92C6AFF9D7C4047BE93965A27276B807,RACP,09/09/22 12:23:00,Farm 239305,Large,170,0,Yes,04/21/22 08:01:00,06/21/22 21:30:00,TRUE
92C940D2D8303DE86169D6C1142641B0,RACP,09/09/22 12:23:00,Farm 273464,Large,,0,,07/19/22 09:32:00,01/01/00 00:00:00,TRUE
92D17D5664C4FBE07F4A07C252470134,RACP,09/09/22 12:23:00,Farm 191382,Smallholder,7,0,,05/10/22 18:40:00,01/01/00 00:00:00,TRUE
92D57283256F1F2B1B23D20EA35F170D,RACP,09/09/22 12:23:00,Farm 937700,Smallholder,44,2021,No,04/21/22 08:01:00,04/11/22 02:23:00,FALSE
92DC3C071E87910EEA0ED8116F56455F,RACP,09/09/22 12:23:00,Farm 441202,Smallholder,50,2021,No,04/21/22 08:01:00,04/19/22 03:09:00,FALSE
92DE31EC387D0E19A1718B072F60E8E3,RACP,09/09/22 12:23:00,Farm 821965,Large,,0,,08/12/22 12:17:00,01/01/00 00:00:00,TRUE
92EB2A2B33BCB629BECACF4A95526F63,RACP,09/09/22 12:23:00,Farm 548737,Large,125,0,,09/03/22 07:47:00,09/03/22 09:00:00,TRUE
